score_etoiles,score_dc,titre,entreprise,metier_norm,secteur_norm,niveau_norm,lieu,contrat,date_pub,date_limite,salaire,source,url,niveau_source,secteur_source,first_seen,last_seen,statut,raison_archive
★★★★☆,4,Business Development Manager - Côte d'Ivoire,Wave Gambia,Commercial & Vente,Commerce & Vente,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/business-development-manager-c%C3%B4te-d-ivoire-at-wave-gambia-4433485865?position=8&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=p2H%2FWZ7mhI5GThfu5KyZFA%3D%3D,Not Applicable,Financial Services,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Business Development Manager (Student Recruitment),GEDU Global Education,Commercial & Vente,Commerce & Vente,Senior,Côte d'Ivoire,Contract,2026-06-19,,,LinkedIn,https://ci.linkedin.com/jobs/view/business-development-manager-student-recruitment-at-gedu-global-education-4430940129?position=4&pageNum=12&refId=O9D6rL%2Fjh7ZPQg3nVUSzXQ%3D%3D&trackingId=HRpnKyu1k%2FVRO4hg%2B%2BV6sA%3D%3D,Mid-Senior level,Higher Education,2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,Business Development Manager,Transsion,Commercial & Vente,Commerce & Vente,Senior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/business-development-manager-at-transsion-4428486355?position=3&pageNum=35&refId=zoecJmD0neNrfM8khWySUA%3D%3D&trackingId=TiZkFAXx7PSdSeVBLp%2B8lA%3D%3D,Mid-Senior level,"Telecommunications, Technology, Information and Media, and Financial Services",2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,Business Development Manager,珠海奔图电子有限公司,Commercial & Vente,Commerce & Vente,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-08,,,LinkedIn,https://ci.linkedin.com/jobs/view/business-development-manager-at-%E7%8F%A0%E6%B5%B7%E5%A5%94%E5%9B%BE%E7%94%B5%E5%AD%90%E6%9C%89%E9%99%90%E5%85%AC%E5%8F%B8-4412727164?position=6&pageNum=25&refId=EwXA9cXcC2uAzHxE3ipYWw%3D%3D&trackingId=EgkZ5uuJYFVTjcBF92MZnQ%3D%3D,Mid-Senior level,Printing Services,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Business Development Director - Cameroon (Based in Cameroon),Visa,Commercial & Vente,Commerce & Vente,Manager/Direction,"Le Plateau, Abidjan, Côte d'Ivoire",Full-time,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/business-development-director-cameroon-based-in-cameroon-at-visa-4426075285?position=5&pageNum=25&refId=EwXA9cXcC2uAzHxE3ipYWw%3D%3D&trackingId=DCKn8JdmAlARlEL4fcT1Pw%3D%3D,Director,IT Services and IT Consulting,2026-06-22,2026-06-29,archive,retirée de la source
★★★★☆,4,Business Developer -Western & Central Africa_Abidjan/Douala,SBS,Développement & Logiciel,Tech & Digital,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/business-developer-western-central-africa-abidjan-douala-at-sbs-4432588734?position=8&pageNum=15&refId=3OEMLptsFNa4idxr8hTK8Q%3D%3D&trackingId=55Ut2HyWT16eea6ul1R0Zw%3D%3D,Not Applicable,Software Development,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,"Bilingual Recruiting Partner, Côte d'Ivoire (French & English)",Zipline,Autres métiers,Ressources Humaines,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-21,,,LinkedIn,https://ci.linkedin.com/jobs/view/bilingual-recruiting-partner-c%C3%B4te-d-ivoire-french-english-at-zipline-4300987310?position=6&pageNum=27&refId=6Ll1QoCqfTOTJdYpNggsMw%3D%3D&trackingId=nkalBSIwXz%2FMnkfMgujZ2Q%3D%3D,Not Applicable,"Transportation, Logistics, Supply Chain and Storage",2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Bambara Language Specialist | Remote,Crossing Hurdles,Autres métiers,Autres / Généraliste,Confirmé,Côte d'Ivoire,Contract,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/bambara-language-specialist-remote-at-crossing-hurdles-4431843139?position=8&pageNum=37&refId=5X5a%2FAnVF3C4yo7Q3CSedw%3D%3D&trackingId=6XBrlcNx4DewjLYH%2Bg1k%2Bg%3D%3D,Associate,Translation and Localization,2026-06-29,2026-06-29,archive,retirée de la source
★★★★★,5,"Auditor, Rainforest Alliance",SCS Global Services,Audit,Finance & Banque,Senior,"Abidjan, Côte d'Ivoire",Contract,2026-06-21,,,LinkedIn,https://ci.linkedin.com/jobs/view/auditor-rainforest-alliance-at-scs-global-services-4402714211?position=2&pageNum=37&refId=5X5a%2FAnVF3C4yo7Q3CSedw%3D%3D&trackingId=BXmf0ofisgtpX2sJ%2Ff3FsA%3D%3D,Mid-Senior level,Environmental Services,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Assistant Formation - H/F,Société Générale Côte d'Ivoire,Administration & Assistanat,Administration,Stage,"Abidjan, Côte d'Ivoire",Internship,2026-06-05,,,LinkedIn,https://ci.linkedin.com/jobs/view/assistant-formation-h-f-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-c%C3%B4te-d-ivoire-4424723795?position=2&pageNum=17&refId=2yw7QGmUYMmZQcRrWLihiQ%3D%3D&trackingId=SX1YuVUGH0zjRznenH6fnA%3D%3D,Internship,Banking and Human Resources Services,2026-06-19,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Assistant,Digboué,Administration & Assistanat,Administration,Junior,"San-Pédro, Bas-Sassandra, Côte d'Ivoire",Full-time,2026-06-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/assistant-4434404616?position=3&pageNum=27&refId=6Ll1QoCqfTOTJdYpNggsMw%3D%3D&trackingId=EvC%2BOqrYRs5g0kk6upRbng%3D%3D&trk=public_jobs_jserp-result_search-card,Entry level,Administrative,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Archive Assistant,Save the Children Colombia Oficial,Administration & Assistanat,Administration,Confirmé,Côte d'Ivoire,Full-time,2026-06-15,,,LinkedIn,https://ci.linkedin.com/jobs/view/archive-assistant-at-save-the-children-colombia-oficial-4429130360?position=15&pageNum=0&refId=WJzH1ibG3cy1SiEwecoJAA%3D%3D&trackingId=ZAGMHmCyyQedP9moeyTj5g%3D%3D,Not Applicable,Civic and Social Organizations,2026-06-19,2026-06-29,archive,retirée de la source
★★★☆☆,3,Analyste Marché,Neemba Group,Autres métiers,Autres / Généraliste,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/analyste-march%C3%A9-at-neemba-group-4429267289?position=9&pageNum=12&refId=O9D6rL%2Fjh7ZPQg3nVUSzXQ%3D%3D&trackingId=Eh2bMxzYp6vzmEH8w%2FYqrQ%3D%3D,Associate,Machinery Manufacturing,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Analyste Financements Structurés (H/F),Société Générale Côte d'Ivoire,Finance & Contrôle de gestion,Finance & Banque,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/analyste-financements-structur%C3%A9s-h-f-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-c%C3%B4te-d-ivoire-4432836065?position=4&pageNum=17&refId=2yw7QGmUYMmZQcRrWLihiQ%3D%3D&trackingId=BiyV7UfHOeLAjuZFrUTdiA%3D%3D,Associate,"Banking, Financial Services, and Investment Banking",2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Agent de Support Clientèle International (H/F),TalentPop App,Relation Client & Support,Relation Client & BPO,Stage,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/agent-de-support-client%C3%A8le-international-h-f-at-talentpop-app-4431030123?position=5&pageNum=17&refId=2yw7QGmUYMmZQcRrWLihiQ%3D%3D&trackingId=guaMBLrxHw2LPxITT6eyHQ%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Agent de Support Clientèle International (H/F),TalentPop App,Relation Client & Support,Relation Client & BPO,Stage,"Bouaké, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/agent-de-support-client%C3%A8le-international-h-f-at-talentpop-app-4431023226?position=7&pageNum=30&refId=KsMzOT0qLbxGzyybbie5JQ%3D%3D&trackingId=WAmFLv5G2v%2FDiG82UfyZIA%3D%3D,Entry level,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,Agent Operations Regional Lead,Wave Mobile Money,Opérations & Supervision,Finance & Banque,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-24,,,LinkedIn,https://ci.linkedin.com/jobs/view/agent-operations-regional-lead-at-wave-mobile-money-4422446155?position=5&pageNum=27&refId=6Ll1QoCqfTOTJdYpNggsMw%3D%3D&trackingId=eGIz35Gx6LqOvM059Lb32w%3D%3D,Not Applicable,Financial Services,2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,Administrative Assistant,Endeavour Mining,Administration & Assistanat,Administration,Confirmé,"Abidjan, Côte d'Ivoire",Full-time,2026-06-25,,,LinkedIn,https://ci.linkedin.com/jobs/view/administrative-assistant-at-endeavour-mining-4430227790?position=4&pageNum=7&refId=TSmmEMrJuA5kiJhP%2BEle9w%3D%3D&trackingId=Cbz%2Bqz%2BS8GpIQi9TwWFYZw%3D%3D,Associate,Mining,2026-06-29,2026-06-29,archive,retirée de la source
★★☆☆☆,2,Administrative Assistant,Zoomlion,Administration & Assistanat,Administration,Junior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-25,,,LinkedIn,https://ci.linkedin.com/jobs/view/administrative-assistant-at-zoomlion-4433324341?position=8&pageNum=10&refId=T4c19uqFoY4xHKo%2FtvFp4A%3D%3D&trackingId=CpHx%2BqaaHNswDwh5t6mjCg%3D%3D,Entry level,"Agriculture, Construction, Mining Machinery Manufacturing",2026-06-29,2026-06-29,archive,retirée de la source
★★★☆☆,3,ASSISTANTE ADMINISTRATIVE,,Administration & Assistanat,Administration,Confirmé,Côte d'Ivoire,,19/06/2026,29/06/2026,,Educarriere,https://emploi.educarriere.ci/offre-151397-assistante-administrative.html,,,2026-06-19,2026-06-29,archive,date limite dépassée (29/06/2026)
★★★★★,5,AI Workflow Automation Manager - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Senior,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/ai-workflow-automation-manager-talent-pool-at-mass-markets-4424899688?position=2&pageNum=45&refId=MrCwnvxLi2dimKyBm9H34A%3D%3D&trackingId=pu13zLpYjeV8wQd5z%2FAu3Q%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,AI Trainer - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/ai-trainer-talent-pool-at-mass-markets-4424897677?position=4&pageNum=20&refId=%2BlyTCpBKCz48h%2BqPeStPkQ%3D%3D&trackingId=74ABGOtVLNOc9h%2Fkv92Nrg%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,AI Prompt Specialist - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/ai-prompt-specialist-talent-pool-at-mass-markets-4425309407?position=2&pageNum=40&refId=nRBNm5fnXKtbvpCSLUlGjw%3D%3D&trackingId=ot34fY5HF%2BcMBa85p%2FzFqQ%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,AI Product Owner - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/ai-product-owner-talent-pool-at-mass-markets-4425305626?position=7&pageNum=32&refId=xTzJs87G8F0HcpubYfuiKg%3D%3D&trackingId=3OODj3Z9FItI77IpasqRHQ%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-29,2026-06-29,archive,retirée de la source
★★★★☆,4,AI Data Annotator - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/ai-data-annotator-talent-pool-at-mass-markets-4425305632?position=5&pageNum=35&refId=zoecJmD0neNrfM8khWySUA%3D%3D&trackingId=i3HDBzKr0%2B7fMAyXeyjrGw%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-22,2026-06-29,archive,retirée de la source
★★★★☆,4,AI Agent Developer - Talent Pool,Mass Markets,Data & IA,Tech & Digital,Confirmé,"Za, Sassandra-Marahoué, Côte d'Ivoire",Full-time,2026-06-12,,,LinkedIn,https://ci.linkedin.com/jobs/view/ai-agent-developer-talent-pool-at-mass-markets-4424897682?position=4&pageNum=27&refId=6Ll1QoCqfTOTJdYpNggsMw%3D%3D&trackingId=76Kbm21If9%2FQKtV%2FdVVPlw%3D%3D,Not Applicable,IT Services and IT Consulting,2026-06-19,2026-06-29,archive,retirée de la source
★★☆☆☆,2,(02) Experts court terme en planification et développement universitaire (Local/International),Expertise France,"Conseil, Expertise & Stratégie",Administration,Stage,"Abidjan, Côte d'Ivoire",Contract,2026-06-08,,,LinkedIn,https://ci.linkedin.com/jobs/view/02-experts-court-terme-en-planification-et-d%C3%A9veloppement-universitaire-local-international-at-expertise-france-4398482427?position=2&pageNum=52&refId=DNdasv8vIUuilCNLes1yVA%3D%3D&trackingId=osJn4NGKDRgrXdWst287qQ%3D%3D,Associate,International Trade and Development and Government Administration,2026-06-19,2026-06-29,archive,retirée de la source
★★★★☆,4,sales manager,Hengtong Group,Commercial & Vente,Commerce & Vente,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/sales-manager-at-hengtong-group-4429773419?position=7&pageNum=15&refId=tyLl4Zr2OUeG3d01QOstWQ%3D%3D&trackingId=WEcp4BPQdMM4FqrUBRQlMQ%3D%3D,Mid-Senior level,"Appliances, Electrical, and Electronics Manufacturing",2026-06-19,2026-06-23,archive,lien offre fermée (2026-06-23)
★★★★☆,4,Storekeeper,JMG Limited,Logistique & Supply Chain,Autres / Généraliste,Senior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-04,,,LinkedIn,https://ci.linkedin.com/jobs/view/storekeeper-at-jmg-limited-4423507177?position=40&pageNum=0&refId=4bWayCK%2FfXiCiHABhb23Aw%3D%3D&trackingId=VT02%2FNS0%2BBTxO8FRgTsQOg%3D%3D,Mid-Senior level,Manufacturing,2026-06-19,2026-06-23,archive,lien offre fermée (2026-06-23)
★★★★☆,4,Sales Team Leader,INFOLOG COTE D'IVOIRE,Commercial & Vente,Commerce & Vente,Senior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/sales-team-leader-at-infolog-cote-d-ivoire-4430449738?position=6&pageNum=42&refId=sPLUwGGN77IBuHaR%2FyyC9A%3D%3D&trackingId=vRUlQRr2j0DeGjavX3pKKQ%3D%3D,Mid-Senior level,Retail,2026-06-22,2026-06-23,archive,lien offre fermée (2026-06-23)
★★★★☆,4,Director of Operations,GSM - Green SM,Direction & Management,Logistique & Achats,Manager/Direction,"Abidjan, Côte d'Ivoire",Full-time,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/director-of-operations-at-gsm-green-sm-4423616802?position=8&pageNum=10&refId=wxxGWbQP6rfXj7jTqL0NoQ%3D%3D&trackingId=m89JtYUR9odcYbi0U9N5XA%3D%3D,Director,"Transportation, Logistics, Supply Chain and Storage",2026-06-22,2026-06-23,archive,lien offre fermée (2026-06-23)
★★★☆☆,3,Dioula Transcription & Annotation Specialist | $95/hr Remote,Crossing Hurdles,Data & IA,Autres / Généraliste,Confirmé,Côte d'Ivoire,Contract,2026-06-13,,$15.00/hr - $95.00/hr,LinkedIn,https://ci.linkedin.com/jobs/view/dioula-transcription-annotation-specialist-%2495-hr-remote-at-crossing-hurdles-4427278456?position=3&pageNum=12&refId=YjEU16t23360%2BrluVA7j9g%3D%3D&trackingId=57pcQtsCqOiNKInsUQozOg%3D%3D,Associate,"Information Services, Translation and Localization, and Writing and Editing",2026-06-22,2026-06-23,archive,lien offre fermée (2026-06-23)
★★★☆☆,3,Dioula Language Specialist | $95/hr Remote,Crossing Hurdles,Ressources Humaines,Autres / Généraliste,Confirmé,Côte d'Ivoire,Contract,2026-06-13,,$15.00/hr - $95.00/hr,LinkedIn,https://ci.linkedin.com/jobs/view/dioula-language-specialist-%2495-hr-remote-at-crossing-hurdles-4427264546?position=10&pageNum=35&refId=BKwYJrR2o1JytbXQBAYufg%3D%3D&trackingId=Tu6gy2HI%2Bs1fqNnqzE2TLg%3D%3D,Associate,"Information Services, Translation and Localization, and Writing and Editing",2026-06-19,2026-06-23,archive,lien offre fermée (2026-06-23)
★★☆☆☆,2,Work-from-Home Customer Support – French Speaking,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Bouaké, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/work-from-home-customer-support-%E2%80%93-french-speaking-at-talentpop-app-4426475196?position=10&pageNum=20&refId=BfSLMdZBSgXJR3qkdRNYlw%3D%3D&trackingId=pzTk840cLW9ioaf22ByQhw%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Work-from-Home Customer Support – French Speaking,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,Côte d'Ivoire,Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/work-from-home-customer-support-%E2%80%93-french-speaking-at-talentpop-app-4426482111?position=10&pageNum=12&refId=YjEU16t23360%2BrluVA7j9g%3D%3D&trackingId=%2BteH8ksEqV4RT9sJR1D80g%3D%3D,Entry level,IT Services and IT Consulting,2026-06-22,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Work-from-Home Customer Support – French Speaking,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Abidjan, Abidjan, Côte d'Ivoire",Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/work-from-home-customer-support-%E2%80%93-french-speaking-at-talentpop-app-4426493045?position=6&pageNum=15&refId=tyLl4Zr2OUeG3d01QOstWQ%3D%3D&trackingId=7QJQH%2BWiultTU6G53qszjQ%3D%3D,Entry level,IT Services and IT Consulting,2026-06-22,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Work-from-Home Customer Support – French Speaking,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/work-from-home-customer-support-%E2%80%93-french-speaking-at-talentpop-app-4426492058?position=4&pageNum=17&refId=qvl7sClP03MX2T9pdwud%2Bw%3D%3D&trackingId=qtnfisFRsC7P%2B3g%2BQp8Iew%3D%3D,Entry level,IT Services and IT Consulting,2026-06-22,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Work-from-Home Customer Support – French Speaking,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Yamoussoukro, Yamoussoukro, Côte d'Ivoire",Full-time,2026-06-19,,,LinkedIn,https://ci.linkedin.com/jobs/view/work-from-home-customer-support-%E2%80%93-french-speaking-at-talentpop-app-4428211592?position=5&pageNum=15&refId=tyLl4Zr2OUeG3d01QOstWQ%3D%3D&trackingId=7fqtmPDZhZYYEiJB2VZunA%3D%3D,Entry level,IT Services and IT Consulting,2026-06-22,2026-06-22,archive,retirée de la source
★★★★★,5,Wireless Technical Director,ZTE Corporation,Direction & Management,Marketing & Communication,Manager/Direction,"Abidjan, Côte d'Ivoire",Full-time,2026-06-10,,,LinkedIn,https://ci.linkedin.com/jobs/view/wireless-technical-director-at-zte-corporation-4423147139?position=7&pageNum=40&refId=FBHw9wwjzAxSyMNRbGb7eQ%3D%3D&trackingId=Fw1eUjjZHFzyrmXZbiEJFQ%3D%3D,Director,Communications Equipment Manufacturing,2026-06-22,2026-06-22,archive,retirée de la source
★★★★☆,4,West Africa Operations Manager,ALS,Opérations & Supervision,Autres / Généraliste,Manager/Direction,"Yamoussoukro, Côte d'Ivoire",Full-time,2026-05-25,,,LinkedIn,https://ci.linkedin.com/jobs/view/west-africa-operations-manager-at-als-4417892617?position=9&pageNum=10&refId=wxxGWbQP6rfXj7jTqL0NoQ%3D%3D&trackingId=74zOLoOUKRR4JR3vs4Tk3g%3D%3D,Executive,International Trade and Development,2026-06-22,2026-06-22,archive,retirée de la source
★★★★☆,4,West Africa Operations Manager,ALS,Opérations & Supervision,Autres / Généraliste,Senior,Côte d'Ivoire,Full-time,2026-06-16,,,LinkedIn,https://ci.linkedin.com/jobs/view/west-africa-operations-manager-at-als-4419107256?position=7&pageNum=17&refId=qvl7sClP03MX2T9pdwud%2Bw%3D%3D&trackingId=NVtuVet0fwM6XJBBp0yfBQ%3D%3D,Not Applicable,International Trade and Development,2026-06-22,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Warehouse internship - Jumia (Full Time),Jumia Group,Logistique & Supply Chain,Logistique & Achats,Stage,"Abidjan, Abidjan, Côte d'Ivoire",Internship,2026-06-18,,,LinkedIn,https://ci.linkedin.com/jobs/view/warehouse-internship-jumia-full-time-at-jumia-group-4430478726?position=18&pageNum=0&refId=4bWayCK%2FfXiCiHABhb23Aw%3D%3D&trackingId=0Nj7vrZJa0R8A7D34CgECg%3D%3D,Not Applicable,"Technology, Information and Internet",2026-06-19,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Virtual Customer Support Agent (French/English) – 100% Remote,TalentPop App,Relation Client & Support,Relation Client & BPO,Junior,"Bouaké, Vallée du Bandama, Côte d'Ivoire",Full-time,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/virtual-customer-support-agent-french-english-%E2%80%93-100%25-remote-at-talentpop-app-4427300986?position=6&pageNum=25&refId=fG%2BoHAdYwVV9P%2FZJpiY%2FGw%3D%3D&trackingId=4URFmReiuQDz9ukhVY201w%3D%3D,Entry level,IT Services and IT Consulting,2026-06-19,2026-06-22,archive,retirée de la source
★★★☆☆,3,VENDEUSE DYNAMIQUE ET EXPERIMENTEE,SEQUOIA STORE,Commercial & Vente,Commerce & Vente,Confirmé,Côte d'ivoire,,16 Avril,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136670-vendeuse-dynamique-et-experimentee,Confirmé / Expérimenté ( 1 à 2 ans ),,2026-06-19,2026-06-22,archive,retirée de la source
★★★★★,5,UN (1) BUSINESS DEVELOPER SENIOR - H/F,AGILOYA AFRIQUE,Développement & Logiciel,Tech & Digital,Senior,"Abidjan, Côte d'Ivoire",Full-time,2026-06-17,,,LinkedIn,https://ci.linkedin.com/jobs/view/un-1-business-developer-senior-h-f-at-agiloya-afrique-4428499646?position=50&pageNum=0&refId=4bWayCK%2FfXiCiHABhb23Aw%3D%3D&trackingId=etTNP4V2Wd7omB6ZvA5Vng%3D%3D,Not Applicable,Human Resources Services,2026-06-19,2026-06-22,archive,retirée de la source
★★★☆☆,3,Tôlier Classe B / Sheet Metal Worker Class B,Rolls-Royce,Autres métiers,Autres / Généraliste,Confirmé,Côte d'Ivoire,Full-time,2026-06-03,,,LinkedIn,https://ci.linkedin.com/jobs/view/t%C3%B4lier-classe-b-sheet-metal-worker-class-b-at-rolls-royce-4418021221?position=8&pageNum=22&refId=5tgOy30jKZB74f%2FzYQeF6g%3D%3D&trackingId=cXsNsu6%2BrNzvV%2BBjdXiQhw%3D%3D,Not Applicable,Industrial Machinery Manufacturing,2026-06-22,2026-06-22,archive,retirée de la source
★★★☆☆,3,Technischer Einkäufer (m/w/d/),NORDMEYER TECHNOLOGIES GmbH,Autres métiers,Autres / Généraliste,Confirmé,"Village des Technologies de l’Information et de la Biotechnologie (VITIB), Comoé, Côte d'Ivoire",Full-time,2026-05-28,,,LinkedIn,https://ci.linkedin.com/jobs/view/technischer-eink%C3%A4ufer-m-w-d-at-nordmeyer-technologies-gmbh-4419021911?position=3&pageNum=7&refId=UpCpZEVbQ8BPsnYxtwg8Hg%3D%3D&trackingId=pgZQWI1jWc7GxBo7t76fjQ%3D%3D,Not Applicable,Machinery Manufacturing,2026-06-22,2026-06-22,archive,retirée de la source
★★★☆☆,3,Technico-Commercial (H/F),,Commercial & Vente,Commerce & Vente,Confirmé,Côte d'Ivoire,,19/06/2026,13/07/2026,,Educarriere,https://emploi.educarriere.ci/offre-151407-technico-commercial-h-f.html,,,2026-06-19,2026-06-22,archive,date limite dépassée (13/07/2026)
★★★★☆,4,Superviseurs expérimentés (Profil masculin),,Opérations & Supervision,Autres / Généraliste,Senior,Côte d'Ivoire,,19/06/2026,30/06/2026,,Educarriere,https://emploi.educarriere.ci/offre-151386-recrutement-superviseurs-experimentes-profil-masculin.html,,,2026-06-19,2026-06-22,archive,date limite dépassée (30/06/2026)
★★★☆☆,3,Stagiaire Technicien Informatique (H/F),YESHI GROUP,Ingénierie & Technique,Tech & Digital,Stage,Côte d'ivoire,,09 Avril,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136664-stagiaire-technicien-informatique-h-f,Stagiaire / Etudiant ( 3 à 5 ans ),,2026-06-19,2026-06-22,archive,retirée de la source
★★☆☆☆,2,"Stagiaire Monitoring, Evaluation, Accountability and Learning",Save the Children International,Autres métiers,Commerce & Vente,Stage,Côte d'Ivoire,Internship,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/stagiaire-monitoring-evaluation-accountability-and-learning-at-save-the-children-international-4427525961?position=9&pageNum=32&refId=fRfdywfqQGdnlqJfTCYZ0A%3D%3D&trackingId=me%2F2URGHpZ8W9DEN4Ia4Qg%3D%3D,Not Applicable,Administrative and Support Services,2026-06-22,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Stagiaire Assistant Administratif Achat / Import (H/F),YESHI GROUP,Logistique & Supply Chain,Logistique & Achats,Stage,Côte d'ivoire,,02 Avril,,,Novojob,https://www.novojob.com/cote-d-ivoire/offres-d-emploi/offre-d-emploi/cote-d-ivoire/136658-stagiaire-assistant-administratif-achat-import-h-f,Débutant / Junior ( Moins d’un an ),,2026-06-19,2026-06-22,archive,retirée de la source
★★☆☆☆,2,Stagiaire Agronome,Save the Children International,Ingénierie & Technique,Autres / Généraliste,Stage,Côte d'Ivoire,Internship,2026-06-11,,,LinkedIn,https://ci.linkedin.com/jobs/view/stagiaire-agronome-at-save-the-children-international-4427545174?position=4&pageNum=22&refId=5tgOy30jKZB74f%2FzYQeF6g%3D%3D&trackingId=MYZPCNCLi6c8IICmVFV9gw%3D%3D,Not Applicable,Farming,2026-06-19,2026-06-22,archive,retirée de la source
